,Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2,Total3
375,Ambos sexos,Total Nacional,De 20 a 24 años,2018T1,32,37,32.37
376,Ambos sexos,Total Nacional,De 20 a 24 años,2017T4,33,95,33.95
377,Ambos sexos,Total Nacional,De 20 a 24 años,2017T3,32,69,32.69
378,Ambos sexos,Total Nacional,De 20 a 24 años,2017T2,36,15,36.15
379,Ambos sexos,Total Nacional,De 20 a 24 años,2017T1,38,37,38.37
380,Ambos sexos,Total Nacional,De 20 a 24 años,2016T4,39,83,39.83
381,Ambos sexos,Total Nacional,De 20 a 24 años,2016T3,39,27,39.27
382,Ambos sexos,Total Nacional,De 20 a 24 años,2016T2,43,33,43.33
383,Ambos sexos,Total Nacional,De 20 a 24 años,2016T1,43,26,43.26
384,Ambos sexos,Total Nacional,De 20 a 24 años,2015T4,42,52,42.52
385,Ambos sexos,Total Nacional,De 20 a 24 años,2015T3,42,89,42.89
386,Ambos sexos,Total Nacional,De 20 a 24 años,2015T2,45,26,45.26
387,Ambos sexos,Total Nacional,De 20 a 24 años,2015T1,47,74,47.74
388,Ambos sexos,Total Nacional,De 20 a 24 años,2014T4,48,88,48.88
389,Ambos sexos,Total Nacional,De 20 a 24 años,2014T3,49,54,49.54
390,Ambos sexos,Total Nacional,De 20 a 24 años,2014T2,49,99,49.99
391,Ambos sexos,Total Nacional,De 20 a 24 años,2014T1,52,86,52.86
392,Ambos sexos,Total Nacional,De 20 a 24 años,2013T4,50,93,50.93
393,Ambos sexos,Total Nacional,De 20 a 24 años,2013T3,50,14,50.14
394,Ambos sexos,Total Nacional,De 20 a 24 años,2013T2,52,62,52.62
395,Ambos sexos,Total Nacional,De 20 a 24 años,2013T1,53,39,53.39
396,Ambos sexos,Total Nacional,De 20 a 24 años,2012T4,51,41,51.41
397,Ambos sexos,Total Nacional,De 20 a 24 años,2012T3,47,68,47.68
398,Ambos sexos,Total Nacional,De 20 a 24 años,2012T2,48,7,48.7
399,Ambos sexos,Total Nacional,De 20 a 24 años,2012T1,47,71,47.71
400,Ambos sexos,Total Nacional,De 20 a 24 años,2011T4,44,5,44.5
401,Ambos sexos,Total Nacional,De 20 a 24 años,2011T3,42,,42.
402,Ambos sexos,Total Nacional,De 20 a 24 años,2011T2,42,17,42.17
403,Ambos sexos,Total Nacional,De 20 a 24 años,2011T1,41,14,41.14
404,Ambos sexos,Total Nacional,De 20 a 24 años,2010T4,38,33,38.33
405,Ambos sexos,Total Nacional,De 20 a 24 años,2010T3,35,95,35.95
406,Ambos sexos,Total Nacional,De 20 a 24 años,2010T2,36,96,36.96
407,Ambos sexos,Total Nacional,De 20 a 24 años,2010T1,36,31,36.31
408,Ambos sexos,Total Nacional,De 20 a 24 años,2009T4,34,67,34.67
409,Ambos sexos,Total Nacional,De 20 a 24 años,2009T3,34,54,34.54
410,Ambos sexos,Total Nacional,De 20 a 24 años,2009T2,33,26,33.26
411,Ambos sexos,Total Nacional,De 20 a 24 años,2009T1,30,63,30.63
412,Ambos sexos,Total Nacional,De 20 a 24 años,2008T4,24,5,24.5
413,Ambos sexos,Total Nacional,De 20 a 24 años,2008T3,19,8,19.8
414,Ambos sexos,Total Nacional,De 20 a 24 años,2008T2,18,56,18.56
415,Ambos sexos,Total Nacional,De 20 a 24 años,2008T1,17,75,17.75
416,Ambos sexos,Total Nacional,De 20 a 24 años,2007T4,15,18,15.18
417,Ambos sexos,Total Nacional,De 20 a 24 años,2007T3,14,91,14.91
418,Ambos sexos,Total Nacional,De 20 a 24 años,2007T2,14,78,14.78
419,Ambos sexos,Total Nacional,De 20 a 24 años,2007T1,15,2,15.2
420,Ambos sexos,Total Nacional,De 20 a 24 años,2006T4,14,11,14.11
421,Ambos sexos,Total Nacional,De 20 a 24 años,2006T3,14,46,14.46
422,Ambos sexos,Total Nacional,De 20 a 24 años,2006T2,14,54,14.54
423,Ambos sexos,Total Nacional,De 20 a 24 años,2006T1,15,85,15.85
424,Ambos sexos,Total Nacional,De 20 a 24 años,2005T4,16,17,16.17
425,Ambos sexos,Total Nacional,De 20 a 24 años,2005T3,15,4,15.4
426,Ambos sexos,Total Nacional,De 20 a 24 años,2005T2,17,27,17.27
427,Ambos sexos,Total Nacional,De 20 a 24 años,2005T1,19,23,19.23
428,Ambos sexos,Total Nacional,De 20 a 24 años,2004T4,19,31,19.31
429,Ambos sexos,Total Nacional,De 20 a 24 años,2004T3,19,57,19.57
430,Ambos sexos,Total Nacional,De 20 a 24 años,2004T2,20,11,20.11
431,Ambos sexos,Total Nacional,De 20 a 24 años,2004T1,20,3,20.3
432,Ambos sexos,Total Nacional,De 20 a 24 años,2003T4,20,66,20.66
433,Ambos sexos,Total Nacional,De 20 a 24 años,2003T3,19,76,19.76
434,Ambos sexos,Total Nacional,De 20 a 24 años,2003T2,19,26,19.26
435,Ambos sexos,Total Nacional,De 20 a 24 años,2003T1,20,85,20.85
436,Ambos sexos,Total Nacional,De 20 a 24 años,2002T4,21,3,21.3
437,Ambos sexos,Total Nacional,De 20 a 24 años,2002T3,19,89,19.89
438,Ambos sexos,Total Nacional,De 20 a 24 años,2002T2,19,49,19.49
439,Ambos sexos,Total Nacional,De 20 a 24 años,2002T1,20,42,20.42
440,Ambos sexos,Total Nacional,De 25 a 54 años,2023T4,10,44,10.44
441,Ambos sexos,Total Nacional,De 25 a 54 años,2023T3,10,4,10.4
442,Ambos sexos,Total Nacional,De 25 a 54 años,2023T2,10,18,10.18
443,Ambos sexos,Total Nacional,De 25 a 54 años,2023T1,12,13,12.13
444,Ambos sexos,Total Nacional,De 25 a 54 años,2022T4,11,84,11.84
445,Ambos sexos,Total Nacional,De 25 a 54 años,2022T3,11,4,11.4
446,Ambos sexos,Total Nacional,De 25 a 54 años,2022T2,11,15,11.15
447,Ambos sexos,Total Nacional,De 25 a 54 años,2022T1,12,55,12.55
448,Ambos sexos,Total Nacional,De 25 a 54 años,2021T4,12,11,12.11
449,Ambos sexos,Total Nacional,De 25 a 54 años,2021T3,13,13,13.13
450,Ambos sexos,Total Nacional,De 25 a 54 años,2021T2,13,82,13.82
451,Ambos sexos,Total Nacional,De 25 a 54 años,2021T1,14,9,14.9
452,Ambos sexos,Total Nacional,De 25 a 54 años,2020T4,15,6,15.6
453,Ambos sexos,Total Nacional,De 25 a 54 años,2020T3,15,12,15.12
454,Ambos sexos,Total Nacional,De 25 a 54 años,2020T2,14,37,14.37
455,Ambos sexos,Total Nacional,De 25 a 54 años,2020T1,13,39,13.39
456,Ambos sexos,Total Nacional,De 25 a 54 años,2019T4,12,67,12.67
457,Ambos sexos,Total Nacional,De 25 a 54 años,2019T3,12,72,12.72
458,Ambos sexos,Total Nacional,De 25 a 54 años,2019T2,12,76,12.76
459,Ambos sexos,Total Nacional,De 25 a 54 años,2019T1,13,48,13.48
460,Ambos sexos,Total Nacional,De 25 a 54 años,2018T4,13,18,13.18
461,Ambos sexos,Total Nacional,De 25 a 54 años,2018T3,13,39,13.39
462,Ambos sexos,Total Nacional,De 25 a 54 años,2018T2,14,1,14.1
463,Ambos sexos,Total Nacional,De 25 a 54 años,2018T1,15,58,15.58
464,Ambos sexos,Total Nacional,De 25 a 54 años,2017T4,15,23,15.23
465,Ambos sexos,Total Nacional,De 25 a 54 años,2017T3,15,2,15.2
466,Ambos sexos,Total Nacional,De 25 a 54 años,2017T2,15,84,15.84
467,Ambos sexos,Total Nacional,De 25 a 54 años,2017T1,17,56,17.56
468,Ambos sexos,Total Nacional,De 25 a 54 años,2016T4,17,19,17.19
469,Ambos sexos,Total Nacional,De 25 a 54 años,2016T3,17,5,17.5
470,Ambos sexos,Total Nacional,De 25 a 54 años,2016T2,18,48,18.48
471,Ambos sexos,Total Nacional,De 25 a 54 años,2016T1,19,67,19.67
472,Ambos sexos,Total Nacional,De 25 a 54 años,2015T4,19,42,19.42
473,Ambos sexos,Total Nacional,De 25 a 54 años,2015T3,19,48,19.48
474,Ambos sexos,Total Nacional,De 25 a 54 años,2015T2,20,88,20.88
475,Ambos sexos,Total Nacional,De 25 a 54 años,2015T1,22,42,22.42
476,Ambos sexos,Total Nacional,De 25 a 54 años,2014T4,22,1,22.1
477,Ambos sexos,Total Nacional,De 25 a 54 años,2014T3,21,89,21.89
478,Ambos sexos,Total Nacional,De 25 a 54 años,2014T2,22,82,22.82
479,Ambos sexos,Total Nacional,De 25 a 54 años,2014T1,24,39,24.39
480,Ambos sexos,Total Nacional,De 25 a 54 años,2013T4,24,15,24.15
481,Ambos sexos,Total Nacional,De 25 a 54 años,2013T3,23,98,23.98
482,Ambos sexos,Total Nacional,De 25 a 54 años,2013T2,24,41,24.41
483,Ambos sexos,Total Nacional,De 25 a 54 años,2013T1,25,3,25.3
484,Ambos sexos,Total Nacional,De 25 a 54 años,2012T4,24,31,24.31
485,Ambos sexos,Total Nacional,De 25 a 54 años,2012T3,23,25,23.25
486,Ambos sexos,Total Nacional,De 25 a 54 años,2012T2,22,78,22.78
487,Ambos sexos,Total Nacional,De 25 a 54 años,2012T1,22,71,22.71
488,Ambos sexos,Total Nacional,De 25 a 54 años,2011T4,21,1,21.1
489,Ambos sexos,Total Nacional,De 25 a 54 años,2011T3,19,7,19.7
490,Ambos sexos,Total Nacional,De 25 a 54 años,2011T2,19,8,19.8
491,Ambos sexos,Total Nacional,De 25 a 54 años,2011T1,19,65,19.65
492,Ambos sexos,Total Nacional,De 25 a 54 años,2010T4,18,62,18.62
493,Ambos sexos,Total Nacional,De 25 a 54 años,2010T3,18,6,18.6
494,Ambos sexos,Total Nacional,De 25 a 54 años,2010T2,18,33,18.33
495,Ambos sexos,Total Nacional,De 25 a 54 años,2010T1,18,48,18.48
496,Ambos sexos,Total Nacional,De 25 a 54 años,2009T4,17,25,17.25
497,Ambos sexos,Total Nacional,De 25 a 54 años,2009T3,16,,16.
498,Ambos sexos,Total Nacional,De 25 a 54 años,2009T2,16,16,16.16
499,Ambos sexos,Total Nacional,De 25 a 54 años,2009T1,15,94,15.94
500,Ambos sexos,Total Nacional,De 25 a 54 años,2008T4,12,58,12.58
501,Ambos sexos,Total Nacional,De 25 a 54 años,2008T3,10,2,10.2
502,Ambos sexos,Total Nacional,De 25 a 54 años,2008T2,9,12,9.12
503,Ambos sexos,Total Nacional,De 25 a 54 años,2008T1,8,53,8.53
504,Ambos sexos,Total Nacional,De 25 a 54 años,2007T4,7,59,7.59
505,Ambos sexos,Total Nacional,De 25 a 54 años,2007T3,6,9,6.9
506,Ambos sexos,Total Nacional,De 25 a 54 años,2007T2,6,83,6.83
507,Ambos sexos,Total Nacional,De 25 a 54 años,2007T1,7,48,7.48
508,Ambos sexos,Total Nacional,De 25 a 54 años,2006T4,7,3,7.3
509,Ambos sexos,Total Nacional,De 25 a 54 años,2006T3,7,12,7.12
510,Ambos sexos,Total Nacional,De 25 a 54 años,2006T2,7,43,7.43
511,Ambos sexos,Total Nacional,De 25 a 54 años,2006T1,8,5,8.5
512,Ambos sexos,Total Nacional,De 25 a 54 años,2005T4,7,65,7.65
513,Ambos sexos,Total Nacional,De 25 a 54 años,2005T3,7,3,7.3
514,Ambos sexos,Total Nacional,De 25 a 54 años,2005T2,7,99,7.99
515,Ambos sexos,Total Nacional,De 25 a 54 años,2005T1,8,89,8.89
516,Ambos sexos,Total Nacional,De 25 a 54 años,2004T4,9,44,9.44
517,Ambos sexos,Total Nacional,De 25 a 54 años,2004T3,9,52,9.52
518,Ambos sexos,Total Nacional,De 25 a 54 años,2004T2,9,88,9.88
519,Ambos sexos,Total Nacional,De 25 a 54 años,2004T1,10,42,10.42
520,Ambos sexos,Total Nacional,De 25 a 54 años,2003T4,10,19,10.19
521,Ambos sexos,Total Nacional,De 25 a 54 años,2003T3,10,2,10.2
522,Ambos sexos,Total Nacional,De 25 a 54 años,2003T2,10,13,10.13
523,Ambos sexos,Total Nacional,De 25 a 54 años,2003T1,10,83,10.83
524,Ambos sexos,Total Nacional,De 25 a 54 años,2002T4,10,3,10.3
525,Ambos sexos,Total Nacional,De 25 a 54 años,2002T3,10,22,10.22
526,Ambos sexos,Total Nacional,De 25 a 54 años,2002T2,9,97,9.97
527,Ambos sexos,Total Nacional,De 25 a 54 años,2002T1,10,34,10.34
528,Ambos sexos,Total Nacional,55 y más años,2023T4,10,69,10.69
529,Ambos sexos,Total Nacional,55 y más años,2023T3,10,84,10.84
530,Ambos sexos,Total Nacional,55 y más años,2023T2,11,2,11.2
531,Ambos sexos,Total Nacional,55 y más años,2023T1,11,79,11.79
532,Ambos sexos,Total Nacional,55 y más años,2022T4,11,13,11.13
533,Ambos sexos,Total Nacional,55 y más años,2022T3,10,48,10.48
534,Ambos sexos,Total Nacional,55 y más años,2022T2,11,7,11.7
535,Ambos sexos,Total Nacional,55 y más años,2022T1,12,26,12.26
536,Ambos sexos,Total Nacional,55 y más años,2021T4,12,31,12.31
537,Ambos sexos,Total Nacional,55 y más años,2021T3,13,91,13.91
538,Ambos sexos,Total Nacional,55 y más años,2021T2,12,75,12.75
539,Ambos sexos,Total Nacional,55 y más años,2021T1,12,7,12.7
540,Ambos sexos,Total Nacional,55 y más años,2020T4,12,5,12.5
541,Ambos sexos,Total Nacional,55 y más años,2020T3,12,7,12.7
542,Ambos sexos,Total Nacional,55 y más años,2020T2,11,56,11.56
543,Ambos sexos,Total Nacional,55 y más años,2020T1,12,9,12.9
544,Ambos sexos,Total Nacional,55 y más años,2019T4,12,35,12.35
545,Ambos sexos,Total Nacional,55 y más años,2019T3,11,79,11.79
546,Ambos sexos,Total Nacional,55 y más años,2019T2,12,27,12.27
547,Ambos sexos,Total Nacional,55 y más años,2019T1,12,57,12.57
548,Ambos sexos,Total Nacional,55 y más años,2018T4,12,77,12.77
549,Ambos sexos,Total Nacional,55 y más años,2018T3,12,13,12.13
550,Ambos sexos,Total Nacional,55 y más años,2018T2,13,48,13.48
551,Ambos sexos,Total Nacional,55 y más años,2018T1,14,78,14.78
552,Ambos sexos,Total Nacional,55 y más años,2017T4,14,37,14.37
553,Ambos sexos,Total Nacional,55 y más años,2017T3,14,27,14.27
554,Ambos sexos,Total Nacional,55 y más años,2017T2,14,85,14.85
555,Ambos sexos,Total Nacional,55 y más años,2017T1,15,56,15.56
556,Ambos sexos,Total Nacional,55 y más años,2016T4,16,6,16.6
557,Ambos sexos,Total Nacional,55 y más años,2016T3,15,98,15.98
558,Ambos sexos,Total Nacional,55 y más años,2016T2,16,46,16.46
559,Ambos sexos,Total Nacional,55 y más años,2016T1,17,26,17.26
560,Ambos sexos,Total Nacional,55 y más años,2015T4,17,64,17.64
561,Ambos sexos,Total Nacional,55 y más años,2015T3,17,78,17.78
562,Ambos sexos,Total Nacional,55 y más años,2015T2,17,89,17.89
563,Ambos sexos,Total Nacional,55 y más años,2015T1,18,41,18.41
564,Ambos sexos,Total Nacional,55 y más años,2014T4,19,7,19.7
565,Ambos sexos,Total Nacional,55 y más años,2014T3,18,83,18.83
566,Ambos sexos,Total Nacional,55 y más años,2014T2,19,6,19.6
567,Ambos sexos,Total Nacional,55 y más años,2014T1,19,76,19.76
568,Ambos sexos,Total Nacional,55 y más años,2013T4,19,42,19.42
569,Ambos sexos,Total Nacional,55 y más años,2013T3,19,5,19.5
570,Ambos sexos,Total Nacional,55 y más años,2013T2,19,19,19.19
571,Ambos sexos,Total Nacional,55 y más años,2013T1,19,78,19.78
572,Ambos sexos,Total Nacional,55 y más años,2012T4,18,9,18.9
573,Ambos sexos,Total Nacional,55 y más años,2012T3,17,22,17.22
574,Ambos sexos,Total Nacional,55 y más años,2012T2,17,1,17.1
575,Ambos sexos,Total Nacional,55 y más años,2012T1,16,67,16.67
576,Ambos sexos,Total Nacional,55 y más años,2011T4,15,65,15.65
577,Ambos sexos,Total Nacional,55 y más años,2011T3,14,36,14.36
578,Ambos sexos,Total Nacional,55 y más años,2011T2,13,63,13.63
579,Ambos sexos,Total Nacional,55 y más años,2011T1,13,88,13.88
580,Ambos sexos,Total Nacional,55 y más años,2010T4,13,95,13.95
581,Ambos sexos,Total Nacional,55 y más años,2010T3,13,6,13.6
582,Ambos sexos,Total Nacional,55 y más años,2010T2,13,48,13.48
583,Ambos sexos,Total Nacional,55 y más años,2010T1,13,13,13.13
584,Ambos sexos,Total Nacional,55 y más años,2009T4,12,44,12.44
585,Ambos sexos,Total Nacional,55 y más años,2009T3,11,59,11.59
586,Ambos sexos,Total Nacional,55 y más años,2009T2,11,66,11.66
587,Ambos sexos,Total Nacional,55 y más años,2009T1,10,43,10.43
588,Ambos sexos,Total Nacional,55 y más años,2008T4,8,43,8.43
589,Ambos sexos,Total Nacional,55 y más años,2008T3,6,84,6.84
590,Ambos sexos,Total Nacional,55 y más años,2008T2,6,52,6.52
591,Ambos sexos,Total Nacional,55 y más años,2008T1,6,41,6.41
592,Ambos sexos,Total Nacional,55 y más años,2007T4,5,82,5.82
593,Ambos sexos,Total Nacional,55 y más años,2007T3,5,52,5.52
594,Ambos sexos,Total Nacional,55 y más años,2007T2,5,53,5.53
595,Ambos sexos,Total Nacional,55 y más años,2007T1,5,91,5.91
596,Ambos sexos,Total Nacional,55 y más años,2006T4,5,38,5.38
597,Ambos sexos,Total Nacional,55 y más años,2006T3,5,32,5.32
598,Ambos sexos,Total Nacional,55 y más años,2006T2,5,4,5.4
599,Ambos sexos,Total Nacional,55 y más años,2006T1,5,9,5.9
600,Ambos sexos,Total Nacional,55 y más años,2005T4,5,61,5.61
601,Ambos sexos,Total Nacional,55 y más años,2005T3,5,28,5.28
602,Ambos sexos,Total Nacional,55 y más años,2005T2,6,68,6.68
603,Ambos sexos,Total Nacional,55 y más años,2005T1,6,64,6.64
604,Ambos sexos,Total Nacional,55 y más años,2004T4,6,79,6.79
605,Ambos sexos,Total Nacional,55 y más años,2004T3,6,99,6.99
606,Ambos sexos,Total Nacional,55 y más años,2004T2,7,14,7.14
607,Ambos sexos,Total Nacional,55 y más años,2004T1,6,74,6.74
608,Ambos sexos,Total Nacional,55 y más años,2003T4,6,61,6.61
609,Ambos sexos,Total Nacional,55 y más años,2003T3,7,29,7.29
610,Ambos sexos,Total Nacional,55 y más años,2003T2,6,54,6.54
611,Ambos sexos,Total Nacional,55 y más años,2003T1,6,75,6.75
612,Ambos sexos,Total Nacional,55 y más años,2002T4,7,1,7.1
613,Ambos sexos,Total Nacional,55 y más años,2002T3,7,11,7.11
614,Ambos sexos,Total Nacional,55 y más años,2002T2,6,76,6.76
615,Ambos sexos,Total Nacional,55 y más años,2002T1,7,,7.
616,Ambos sexos,Andalucía,Total,2023T4,17,6,17.6
617,Ambos sexos,Andalucía,Total,2023T3,18,67,18.67
618,Ambos sexos,Andalucía,Total,2023T2,18,5,18.5
619,Ambos sexos,Andalucía,Total,2023T1,18,31,18.31
620,Ambos sexos,Andalucía,Total,2022T4,19,,19.
621,Ambos sexos,Andalucía,Total,2022T3,18,98,18.98
622,Ambos sexos,Andalucía,Total,2022T2,18,68,18.68
623,Ambos sexos,Andalucía,Total,2022T1,19,43,19.43
624,Ambos sexos,Andalucía,Total,2021T4,20,18,20.18
625,Ambos sexos,Andalucía,Total,2021T3,22,41,22.41
626,Ambos sexos,Andalucía,Total,2021T2,21,58,21.58
627,Ambos sexos,Andalucía,Total,2021T1,22,54,22.54
628,Ambos sexos,Andalucía,Total,2020T4,22,74,22.74
629,Ambos sexos,Andalucía,Total,2020T3,23,8,23.8
630,Ambos sexos,Andalucía,Total,2020T2,21,32,21.32
631,Ambos sexos,Andalucía,Total,2020T1,21,21,21.21
632,Ambos sexos,Andalucía,Total,2019T4,20,8,20.8
633,Ambos sexos,Andalucía,Total,2019T3,21,83,21.83
634,Ambos sexos,Andalucía,Total,2019T2,21,4,21.4
635,Ambos sexos,Andalucía,Total,2019T1,21,8,21.8
636,Ambos sexos,Andalucía,Total,2018T4,21,26,21.26
637,Ambos sexos,Andalucía,Total,2018T3,22,85,22.85
638,Ambos sexos,Andalucía,Total,2018T2,23,9,23.9
639,Ambos sexos,Andalucía,Total,2018T1,24,74,24.74
640,Ambos sexos,Andalucía,Total,2017T4,24,43,24.43
641,Ambos sexos,Andalucía,Total,2017T3,25,41,25.41
642,Ambos sexos,Andalucía,Total,2017T2,25,24,25.24
643,Ambos sexos,Andalucía,Total,2017T1,26,94,26.94
644,Ambos sexos,Andalucía,Total,2016T4,28,25,28.25
645,Ambos sexos,Andalucía,Total,2016T3,28,52,28.52
646,Ambos sexos,Andalucía,Total,2016T2,29,7,29.7
647,Ambos sexos,Andalucía,Total,2016T1,29,7,29.7
648,Ambos sexos,Andalucía,Total,2015T4,29,83,29.83
649,Ambos sexos,Andalucía,Total,2015T3,31,73,31.73
650,Ambos sexos,Andalucía,Total,2015T2,30,98,30.98
651,Ambos sexos,Andalucía,Total,2015T1,33,62,33.62
652,Ambos sexos,Andalucía,Total,2014T4,34,23,34.23
653,Ambos sexos,Andalucía,Total,2014T3,35,21,35.21
654,Ambos sexos,Andalucía,Total,2014T2,34,74,34.74
655,Ambos sexos,Andalucía,Total,2014T1,34,94,34.94
656,Ambos sexos,Andalucía,Total,2013T4,36,26,36.26
657,Ambos sexos,Andalucía,Total,2013T3,36,19,36.19
658,Ambos sexos,Andalucía,Total,2013T2,35,67,35.67
659,Ambos sexos,Andalucía,Total,2013T1,36,77,36.77
660,Ambos sexos,Andalucía,Total,2012T4,35,71,35.71
661,Ambos sexos,Andalucía,Total,2012T3,35,21,35.21
662,Ambos sexos,Andalucía,Total,2012T2,33,59,33.59
663,Ambos sexos,Andalucía,Total,2012T1,32,9,32.9
664,Ambos sexos,Andalucía,Total,2011T4,31,1,31.1
665,Ambos sexos,Andalucía,Total,2011T3,30,69,30.69
666,Ambos sexos,Andalucía,Total,2011T2,29,45,29.45
667,Ambos sexos,Andalucía,Total,2011T1,29,37,29.37
668,Ambos sexos,Andalucía,Total,2010T4,28,4,28.4
669,Ambos sexos,Andalucía,Total,2010T3,28,38,28.38
670,Ambos sexos,Andalucía,Total,2010T2,27,62,27.62
671,Ambos sexos,Andalucía,Total,2010T1,27,5,27.5
672,Ambos sexos,Andalucía,Total,2009T4,26,27,26.27
673,Ambos sexos,Andalucía,Total,2009T3,25,51,25.51
674,Ambos sexos,Andalucía,Total,2009T2,25,26,25.26
675,Ambos sexos,Andalucía,Total,2009T1,23,94,23.94
676,Ambos sexos,Andalucía,Total,2008T4,21,66,21.66
677,Ambos sexos,Andalucía,Total,2008T3,18,21,18.21
678,Ambos sexos,Andalucía,Total,2008T2,16,16,16.16
679,Ambos sexos,Andalucía,Total,2008T1,14,78,14.78
680,Ambos sexos,Andalucía,Total,2007T4,13,96,13.96
681,Ambos sexos,Andalucía,Total,2007T3,12,57,12.57
682,Ambos sexos,Andalucía,Total,2007T2,11,95,11.95
683,Ambos sexos,Andalucía,Total,2007T1,12,52,12.52
684,Ambos sexos,Andalucía,Total,2006T4,12,22,12.22
685,Ambos sexos,Andalucía,Total,2006T3,12,43,12.43
686,Ambos sexos,Andalucía,Total,2006T2,12,53,12.53
687,Ambos sexos,Andalucía,Total,2006T1,13,31,13.31
688,Ambos sexos,Andalucía,Total,2005T4,13,8,13.8
689,Ambos sexos,Andalucía,Total,2005T3,13,5,13.5
690,Ambos sexos,Andalucía,Total,2005T2,13,71,13.71
691,Ambos sexos,Andalucía,Total,2005T1,14,29,14.29
692,Ambos sexos,Andalucía,Total,2004T4,15,99,15.99
693,Ambos sexos,Andalucía,Total,2004T3,17,47,17.47
694,Ambos sexos,Andalucía,Total,2004T2,17,36,17.36
695,Ambos sexos,Andalucía,Total,2004T1,17,15,17.15
696,Ambos sexos,Andalucía,Total,2003T4,18,35,18.35
697,Ambos sexos,Andalucía,Total,2003T3,18,5,18.5
698,Ambos sexos,Andalucía,Total,2003T2,17,95,17.95
699,Ambos sexos,Andalucía,Total,2003T1,19,,19.
700,Ambos sexos,Andalucía,Total,2002T4,20,15,20.15
701,Ambos sexos,Andalucía,Total,2002T3,20,26,20.26
702,Ambos sexos,Andalucía,Total,2002T2,18,62,18.62
703,Ambos sexos,Andalucía,Total,2002T1,18,95,18.95
704,Ambos sexos,Andalucía,Menores de 25 años,2023T4,39,99,39.99
705,Ambos sexos,Andalucía,Menores de 25 años,2023T3,40,56,40.56
706,Ambos sexos,Andalucía,Menores de 25 años,2023T2,38,91,38.91
707,Ambos sexos,Andalucía,Menores de 25 años,2023T1,37,97,37.97
708,Ambos sexos,Andalucía,Menores de 25 años,2022T4,35,83,35.83
709,Ambos sexos,Andalucía,Menores de 25 años,2022T3,35,92,35.92
710,Ambos sexos,Andalucía,Menores de 25 años,2022T2,33,59,33.59
711,Ambos sexos,Andalucía,Menores de 25 años,2022T1,36,7,36.7
